country,year,co2,gdp_per_capita,renew_energy_cons,energy_intensity,foreign_direct_inv,labour_force_total,trade,urban,avg_gdp,income_level,years_available,gini_disp,reg_quality,was_missing,income_level_stable
Argentina,2005,153.6798,11099.75092,9.6,3.68,2.64935441452167,17624307,40.5512709706238,5458450.955411131,12018.43931336,Upper-middle income,30,44.4,-0.53,FALSE,Upper-middle income
Argentina,2006,162.6177,11870.27916,9.2,3.58,2.38106854489628,17955872,40.4334798719151,5527896.159857427,12018.43931336,Upper-middle income,30,43.4,-0.61,FALSE,Upper-middle income
Argentina,2007,173.1561,12811.90212,7.7,3.44,2.25129423568361,18001087,40.945170618571,6105825.820546448,12018.43931336,Upper-middle income,30,42.4,-0.64,FALSE,Upper-middle income
Argentina,2008,179.3129,13197.35703,7.7,3.42,2.68990096507093,18041663,40.4026733790382,5667627.699399704,12018.43931336,Upper-middle income,30,41.5,-0.7,FALSE,Upper-middle income
Argentina,2009,164.9146,12285.37847,8.6,3.35,1.20643922647566,18399678,34.0571269054879,6262235.990737744,12018.43931336,Upper-middle income,30,40.9,-0.83,FALSE,Upper-middle income
Argentina,2010,177.4042,13387.15537,8.8,3.26,2.67516171886537,18468692,34.9710132635696,5366694.954220447,12018.43931336,Upper-middle income,30,40.3,-0.74,FALSE,Upper-middle income
Argentina,2011,184.8745,14040.61891,8.8,3.18,2.04465997872008,18857586,35.2061549999644,5876053.143007307,12018.43931336,Upper-middle income,30,39.6,-0.7,FALSE,Upper-middle income
Argentina,2012,188.8658,13754.42542,8.6,3.3,2.80667189982932,19006986,30.5265423717108,5475255.596231645,12018.43931336,Upper-middle income,30,39,-0.9,FALSE,Upper-middle income
Argentina,2013,193.2397,13946.09508,8.9,3.31,1.77920553648531,19111596,29.3339290021037,5986291.787810703,12018.43931336,Upper-middle income,30,38.6,-0.93,FALSE,Upper-middle income
Argentina,2014,190.0821,13456.13192,9.8,3.4,0.962406650325519,19177885,28.4067936452275,6042905.025644603,12018.43931336,Upper-middle income,30,38.2,-1.07,FALSE,Upper-middle income
Argentina,2015,196.2522,13679.6265,9.4,3.36,1.97713461784426,19343227,22.4862260889792,4576140.738401633,12018.43931336,Upper-middle income,30,37.9,-0.9,FALSE,Upper-middle income
Argentina,2016,194.1702,13265.88606,9.4,3.41,0.584748941173009,19497873,26.0938878488799,6156120.667403693,12018.43931336,Upper-middle income,30,37.8,-0.35,FALSE,Upper-middle income
Argentina,2017,191.3792,13520.11298,10.4,3.32,1.78936504083807,19643677,25.2896011376779,6209147.772971139,12018.43931336,Upper-middle income,30,37.8,-0.2,FALSE,Upper-middle income
Argentina,2018,189.8389,13058.32854,10.5,3.31,2.23253157689253,20125838,30.7625359549926,6829775.205689126,12018.43931336,Upper-middle income,30,37.8,-0.2,FALSE,Upper-middle income
Argentina,2019,183.2869,12706.39781,10.7,3.35,1.48500687570697,20580300,32.6306150458499,6882695.2757082265,12018.43931336,Upper-middle income,30,37.9,-0.45,FALSE,Upper-middle income
Argentina,2020,170.1203,11393.0506,9.8,3.46,1.26616924308721,19317784,30.203698807416,7621122.354667326,12018.43931336,Upper-middle income,30,37.9,-0.5,FALSE,Upper-middle income
Argentina,2021,190.662,12549.28117,9.2,3.39,1.36838083162438,20993886,33.078689567466,8515144.212993538,12018.43931336,Upper-middle income,30,37.8,-0.63,FALSE,Upper-middle income
Argentina,2022,193.4816,13182.7934,9.2,3.29,2.402155349277,21566906,31.5477080051071,8561611.269937288,12018.43931336,Upper-middle income,30,37.7,-0.7,FALSE,Upper-middle income
Armenia,1996,2.5941,995.7282753,12.5,6.9,1.10020924585916,1419418,79.2295601199241,492157.3225908632,2582.683301492,Lower-middle income,30,39,-0.28,FALSE,Lower-middle income
Armenia,1997,3.3384,1039.079824,10.1,6.9,3.16805363549908,1405646,78.5477450545048,487395.4274762854,2582.683301492,Lower-middle income,30,39.5,-0.265,TRUE,Lower-middle income
Armenia,1998,3.4726,1128.098888,9.4,6.9,12.2707797402698,1404236,71.8424518815414,482261.4108297083,2582.683301492,Lower-middle income,30,39.9,-0.25,FALSE,Lower-middle income
Armenia,1999,3.1042,1180.45342,8.4,6.9,6.61258080861414,1414501,70.5604791440404,476922.07055542147,2582.683301492,Lower-middle income,30,40.2,-0.21000000000000002,TRUE,Lower-middle income
Armenia,2000,3.5696,1229.215104,7.2,6.9,5.45043315573561,1467361,72.2333302273367,253351.31476524792,2582.683301492,Lower-middle income,30,39.9,-0.17,FALSE,Lower-middle income
Armenia,2001,3.6333,1351.120727,5.4,6.28,3.29806741743693,1484639,69.8642663925336,388971.419150665,2582.683301492,Lower-middle income,30,39.5,-0.05500000000000001,TRUE,Lower-middle income
Armenia,2002,3.1013,1535.204529,8.9,5.11,4.65949974895048,1491404,73.9845018432309,354703.1692938434,2582.683301492,Lower-middle income,30,38.9,0.06,FALSE,Lower-middle income
Armenia,2003,3.4707,1759.646848,9.8,4.73,4.37657009672658,1492557,80.0513676022426,384851.14434942324,2582.683301492,Lower-middle income,30,38.7,0.17,FALSE,Lower-middle income
Armenia,2004,3.759,1955.222625,8.7,4.53,6.90990201303095,1493704,73.0706339919371,350848.2526539549,2582.683301492,Lower-middle income,30,38.3,0.11,FALSE,Lower-middle income
Armenia,2005,4.4625,2240.092732,6.5,4.76,5.96010687349521,1496085,70.1397385835334,348879.95289852377,2582.683301492,Lower-middle income,30,37.7,0.09,FALSE,Lower-middle income
Armenia,2006,4.4455,2551.435464,7.7,4.28,7.30731450469504,1499845,61.0301379818566,346861.79226155643,2582.683301492,Lower-middle income,30,37.1,0.29,FALSE,Lower-middle income
Armenia,2007,5.154,2919.373494,7,4.2,7.25233231640274,1504185,56.9750470853147,376181.0342701544,2582.683301492,Lower-middle income,30,36.7,0.27,FALSE,Lower-middle income
Armenia,2008,5.6482,3141.331935,6.4,4.14,8.09234920917782,1501199,54.5423279613666,342781.06061416713,2582.683301492,Lower-middle income,30,36,0.3,FALSE,Lower-middle income
Armenia,2009,4.5018,2716.974363,7.8,4.18,8.7886942137873,1515902,57.2742357441995,371662.87951452046,2582.683301492,Lower-middle income,30,35.6,0.27,FALSE,Lower-middle income
Armenia,2010,4.2988,2796.081434,9.4,3.9,5.7160373406455,1510718,64.642975973633,312564.3997995329,2582.683301492,Lower-middle income,30,35.4,0.27,FALSE,Lower-middle income
Armenia,2011,4.9037,2943.836871,8,4.07,6.44066805582744,1503332,69.4355736620453,336755.37347265694,2582.683301492,Lower-middle income,30,35.1,0.25,FALSE,Lower-middle income
Armenia,2012,5.6692,3159.758608,6.6,4.16,4.67672759828403,1499205,75.9616759606704,310579.43857109477,2582.683301492,Lower-middle income,30,35.6,0.33,FALSE,Lower-middle income
Armenia,2013,5.4924,3266.29883,6.8,3.92,3.11193185351156,1497111,77.5550481598824,336655.2857963279,2582.683301492,Lower-middle income,30,36.1,0.24,FALSE,Lower-middle income
Armenia,2014,5.7603,3393.092523,7.1,4.12,3.50211415457343,1491442,75.778866962639,310701.20288303855,2582.683301492,Lower-middle income,30,36.5,0.16,FALSE,Lower-middle income
Armenia,2015,5.6166,3512.393503,10.7,4.12,1.74473701796819,1485417,71.6820743427575,252463.72461646126,2582.683301492,Lower-middle income,30,36.7,0.19,FALSE,Lower-middle income
Armenia,2016,5.3743,3533.885036,13.2,3.93,3.16536727816995,1478604,76.0779674593548,310514.44841259654,2582.683301492,Lower-middle income,30,36.8,0.21,FALSE,Lower-middle income
Armenia,2017,5.6886,3815.374743,12.6,3.86,2.19257337687685,1469377,87.202376539837,336266.66906044434,2582.683301492,Lower-middle income,30,36.7,0.23,FALSE,Lower-middle income
Armenia,2018,5.9509,4027.83393,11.1,3.51,2.14204783415544,1463863,92.473107021212,336330.50506895146,2582.683301492,Lower-middle income,30,36.3,0.35,FALSE,Lower-middle income
Armenia,2019,6.4241,4343.458396,10.3,3.52,0.736361516844353,1491645,96.1141541288708,367265.7491234645,2582.683301492,Lower-middle income,30,35.5,0.24,FALSE,Lower-middle income
Armenia,2020,6.9138,4032.090435,8.4,4.01,0.463408850763634,1476483,69.4888075396076,367996.8216401653,2582.683301492,Lower-middle income,30,34.5,0.24,FALSE,Lower-middle income
Armenia,2021,7.5092,4264.799615,9.1,3.91,2.64030281211345,1495617,79.6698888228399,450860.1475216618,2582.683301492,Lower-middle income,30,34.1,0.13,FALSE,Lower-middle income
Armenia,2022,7.2893,4791.004817,9.1,3.91,4.99991586140552,1480203,101.41077826094,452447.6613834752,2582.683301492,Lower-middle income,30,34,-0.02,FALSE,Lower-middle income
Australia,1996,312.6713,40337.10605,8.9,6,1.13717323478277,9118415,38.2330533547335,3048697.394814054,51649.3667296,High income,30,30.5,1.37,FALSE,High income
Australia,1997,322.3709,41464.49822,9.1,6,1.85658353264166,9179631,37.9808322779409,3063559.8836284047,51649.3667296,High income,30,30.7,1.4,TRUE,High income
Australia,1998,342.1087,42967.66167,8.6,6,1.90095000193573,9271447,39.9927024641912,3077227.5856852736,51649.3667296,High income,30,31,1.43,FALSE,High income
Australia,1999,348.1127,44636.94181,8.5,6,0.567408043229212,9358682,39.0297954188357,3092598.898649873,51649.3667296,High income,30,31.3,1.505,TRUE,High income
Australia,2000,353.8697,45859.51621,8.4,6,3.57859921888914,9542614,40.9352109785505,1943802.1202995689,51649.3667296,High income,30,31.6,1.58,FALSE,High income
Australia,2001,360.4081,46191.31424,8.4,5.71,2.82305214676613,9713101,44.2187044989977,2843431.207502429,51649.3667296,High income,30,31.7,1.5,TRUE,High income
Australia,2002,368.6209,47486.27832,8.7,5.54,3.70306730541189,9859433,41.4490922022193,2878165.1112756697,51649.3667296,High income,30,31.7,1.42,FALSE,High income
Australia,2003,368.115,48394.12695,7.2,5.57,1.92099536209977,10032150,40.2015669125448,2913534.78159751,51649.3667296,High income,30,31.7,1.58,FALSE,High income
Australia,2004,381.942,49902.0187,6.7,5.45,6.98071685334312,10143548,37.0096135930442,2948142.6612937883,51649.3667296,High income,30,31.7,1.71,FALSE,High income
Australia,2005,384.0857,50853.19767,6.7,5.33,-3.60692792508377,10443456,39.1607469727979,2736648.9187999316,51649.3667296,High income,30,32.1,1.6,FALSE,High income
Australia,2006,390.1513,51553.9686,6.8,5.4,4.08209296205439,10664324,41.5594471705758,3025349.4882724215,51649.3667296,High income,30,32.4,1.62,FALSE,High income
Australia,2007,400.6653,52531.76112,7,5.31,5.19771793687634,10951719,42.0080200326348,3084440.5506377486,51649.3667296,High income,30,32.7,1.68,FALSE,High income
Australia,2008,404.2851,53336.10122,6.8,5.38,4.2770159784301,11241263,42.8467764017331,3147665.4200183144,51649.3667296,High income,30,33.1,1.77,FALSE,High income
Australia,2009,410.2594,53237.00776,7.1,5.28,3.11521892910031,11482552,45.7408630288694,3213072.43525819,51649.3667296,High income,30,33,1.82,FALSE,High income
Australia,2010,415.2731,53578.8125,8.2,5.17,3.0948394339821,11675443,40.5215889941287,2998652.757864064,51649.3667296,High income,30,33,1.7,FALSE,High income
Australia,2011,412.8096,54111.35724,8.3,5.06,4.68881515477357,11857590,41.851132029052,3050320.174452054,51649.3667296,High income,30,32.7,1.85,FALSE,High income
Australia,2012,413.3193,55257.57393,8.3,4.82,3.72019933653419,12022336,43.1642964994556,3107807.5081980866,51649.3667296,High income,30,32.4,1.78,FALSE,High income
Australia,2013,405.6523,55728.0174,9.2,4.79,3.45392766613526,12191663,41.2728790174276,3165876.027625731,51649.3667296,High income,30,32.6,1.79,FALSE,High income
Australia,2014,396.2575,56327.85331,9.3,4.64,4.3047066438758,12332149,42.4840230270994,3221241.784511983,51649.3667296,High income,30,32.7,1.86,FALSE,High income
Australia,2015,400.5424,56739.02653,9.4,4.53,3.47020901785018,12568796,41.6639319280984,2458313.4384394116,51649.3667296,High income,30,32.7,1.78,FALSE,High income
Australia,2016,408.5061,57401.06623,9.6,4.4,3.56056595221134,12744765,40.974079475775,3335291.928250248,51649.3667296,High income,30,32.7,1.89,FALSE,High income
Australia,2017,410.8371,57750.64822,9.9,4.46,3.63608951454838,13022869,42.2037316765804,3396561.2802723367,51649.3667296,High income,30,32.7,1.92,FALSE,High income
Australia,2018,409.2067,58530.78217,9.8,4.37,4.25033304779982,13326802,43.7360650798433,3770575.243507766,51649.3667296,High income,30,32.7,1.9,FALSE,High income
Australia,2019,407.8604,58924.73365,10.3,4.36,2.78196787472132,13603127,46.1875018936291,3830611.9588950607,51649.3667296,High income,30,32.7,1.86,FALSE,High income
Australia,2020,392.5191,58132.79852,11.2,4.44,1.35325605506287,13599459,44.6644560654359,4276644.777999271,51649.3667296,High income,30,32.7,1.81,FALSE,High income
Australia,2021,392.5191,58132.79852,11.2,4.44,1.35325605506287,13599459,44.6644560654359,4276644.777999271,51649.3667296,High income,30,32.7,1.81,NA,High income
Australia,2022,392.5191,58132.79852,11.2,4.44,1.35325605506287,13599459,44.6644560654359,4276644.777999271,51649.3667296,High income,30,32.7,1.81,NA,High income
Austria,1996,67.9724,34301.65626,24.1,3.2,0.800618395499362,3823952,70.4693162982812,797102.136894786,41645.5789336,High income,30,29.7,1.66,FALSE,High income
Austria,1997,67.5303,34998.03206,24.9,3.2,0.943853782935784,3815158,75.2444760305554,795669.4556078071,41645.5789336,High income,30,27.9,1.505,TRUE,High income
Austria,1998,68.0915,36180.74908,24.5,3.2,1.27519630976403,3848029,77.3495216604118,794199.5686727124,41645.5789336,High income,30,27.3,1.35,FALSE,High income
Austria,1999,66.2254,37468.86995,26.5,3.2,1.52522145218715,3874937,78.5629329772961,793135.5054215811,41645.5789336,High income,30,26.7,1.415,TRUE,High income
Austria,2000,66.6907,38571.08585,26.4,3.2,2.80836204554254,3883391,85.8426077336549,466210.98289606004,41645.5789336,High income,30,26.3,1.48,FALSE,High income
Austria,2001,71.376,38929.75382,25.5,3.34,1.53803942389357,3872867,87.9962567186047,720560.7258225337,41645.5789336,High income,30,26.4,1.51,TRUE,High income
Austria,2002,73.216,39313.72261,24.7,3.31,2.71589421753613,3955409,87.5844937054619,664212.1696381378,41645.5789336,High income,30,26.5,1.54,FALSE,High income
Austria,2003,78.1656,39569.28864,22.6,3.46,2.63048786627182,3985902,86.8822263228608,728644.8987714233,41645.5789336,High income,30,26.6,1.54,FALSE,High income
Austria,2004,79.6051,40333.33071,23.2,3.4,2.68369655018252,3946181,91.4742201880009,672213.7855482087,41645.5789336,High income,30,26.6,1.51,FALSE,High income
Austria,2005,80.41,40989.01322,24.4,3.44,25.8307026071969,4012358,94.6747547827805,676788.5443222503,41645.5789336,High income,30,26.6,1.6,FALSE,High income
Austria,2006,78.268,42120.15578,26.6,3.36,3.14473468828872,4078846,98.7857253161241,679479.7768466253,41645.5789336,High income,30,27.1,1.64,FALSE,High income
Austria,2007,75.4382,43568.83027,29,3.17,17.8058113461032,4165230,101.36495843546,743110.4699631104,41645.5789336,High income,30,27.8,1.69,FALSE,High income
Austria,2008,75.2369,44063.86424,29.7,3.15,1.46799597032563,4207426,102.7437043613,745929.5489614903,41645.5789336,High income,30,28.1,1.61,FALSE,High income
Austria,2009,68.0563,42372.47584,31.3,3.12,3.58137196898673,4248651,87.6004931021953,748548.1436360484,41645.5789336,High income,30,28.3,1.45,FALSE,High income
Austria,2010,73.7958,43035.40747,31.1,3.26,-5.6453967020783304,4265488,99.6448825546716,688520.3732047855,41645.5789336,High income,30,28.1,1.45,FALSE,High income
Austria,2011,72.1947,44146.19576,31.6,3.07,5.35812778038962,4291049,105.775098372378,691282.089449837,41645.5789336,High income,30,28.1,1.38,FALSE,High income
Austria,2012,69.0271,44221.46,34.4,3.04,1.2830027920872,4340007,105.840791389706,696773.5948624046,41645.5789336,High income,30,27.9,1.52,FALSE,High income
Austria,2013,69.6127,43851.36755,34.6,3.08,-0.302633479129545,4382851,104.985374015367,703954.6625997047,41645.5789336,High income,30,27.9,1.48,FALSE,High income
Austria,2014,65.929,43838.83468,35.7,2.95,0.389557041234778,4407077,104.49673998926,712004.7629792974,41645.5789336,High income,30,27.8,1.48,FALSE,High income
Austria,2015,67.3691,43915.22802,34.8,2.99,-1.80409511056007,4460463,103.11758174626,541344.0252228886,41645.5789336,High income,30,27.8,1.39,FALSE,High income
Austria,2016,67.7825,44362.67029,34.6,2.96,-7.23989904197038,4541001,101.573494597172,731053.1557709565,41645.5789336,High income,30,27.9,1.43,FALSE,High income
Austria,2017,70.1063,45056.63869,34,2.95,3.38180275607348,4567690,105.556066755438,739016.3282758996,41645.5789336,High income,30,27.8,1.43,FALSE,High income
Austria,2018,67.1868,45951.5819,34.1,2.8,-6.15119207172195,4608423,108.377969971828,814108.6387272737,41645.5789336,High income,30,27.8,1.52,FALSE,High income
Austria,2019,68.5332,46550.56234,34,2.81,-2.85255617561831,4627750,108.207284904426,820645.7033911315,41645.5789336,High income,30,27.6,1.45,FALSE,High income
Austria,2020,62.5998,43428.69831,35.8,2.84,-2.76332070661681,4607853,99.9482141095975,909870.4036530285,41645.5789336,High income,30,27.6,1.4,FALSE,High income
Austria,2021,66.1753,45313.399,36,2.86,3.95409323796325,4650207,111.032268737901,1019290.9896682566,41645.5789336,High income,30,27.8,1.34,FALSE,High income
Austria,2022,61.2237,47250.96959,36,2.55,3.03143362679607,4715124,124.38345148483,1030912.609436849,41645.5789336,High income,30,27.8,1.28,FALSE,High income
Bangladesh,1996,22.0842,552.0771071,62.1,2.45,0.0291349551912921,43461440,26.0760877233809,4764337.831495483,939.7459098,Low income,30,32.5,-0.93,FALSE,Low income
Bangladesh,1997,23.9557,566.2711408,60,2.45,0.288896567530215,44841978,26.3255133900833,4951912.247972429,939.7459098,Low income,30,32.7,-0.99,TRUE,Low income
Bangladesh,1998,24.4779,584.4481752,60.2,2.45,0.380236166897956,46238056,27.8800634028394,5148066.899515787,939.7459098,Low income,30,33,-1.05,FALSE,Low income
Bangladesh,1999,26.1286,600.2323232,60.5,2.45,0.350304290993085,47640113,28.3879405571158,5352114.017185657,939.7459098,Low income,30,33.1,-0.995,TRUE,Low income
Bangladesh,2000,26.9738,620.5604728,60.2,2.45,0.525362089236089,49012721,29.3217143619038,3275078.078088267,939.7459098,Low income,30,33.4,-0.94,FALSE,Low income
Bangladesh,2001,32.6293,641.2889229,55.9,2.58,0.145443904569924,50202022,32.0980170730117,5253608.888510151,939.7459098,Low income,30,33.5,-1,TRUE,Low income
Bangladesh,2002,34.3402,655.6721394,54.4,2.52,0.0955793676464671,51222747,28.9673807211649,5005247.659378885,939.7459098,Low income,30,33.6,-1.06,FALSE,Low income
Bangladesh,2003,35.9828,676.826252,52.6,2.53,0.445960783298092,52191921,27.657884900158,5671709.29964862,939.7459098,Low income,30,33.7,-1.04,FALSE,Low income
Bangladesh,2004,37.9027,702.6563571,52,2.45,0.689472335587341,53128855,26.8582341492431,5396987.037900585,939.7459098,Low income,30,33.8,-1.18,FALSE,Low income
Bangladesh,2005,40.3747,739.2037184,50.6,2.42,1.17065167448603,54042558,34.396934864465,5598066.84815429,939.7459098,Low income,30,33.9,-1.08,FALSE,Low income
Bangladesh,2006,43.4822,779.4195704,48.6,2.41,0.635863899506714,54908227,38.1119244325921,5802839.001894977,939.7459098,Low income,30,34,-1.01,FALSE,Low income
Bangladesh,2007,46.207,825.50823,47.2,2.36,0.817756922700044,55891567,39.9423826531735,6557879.73699022,939.7459098,Low income,30,34,-0.95,FALSE,Low income
Bangladesh,2008,51.3169,866.4581576,45.2,2.33,1.44965791615761,56846810,42.6209140325589,6223887.633097021,939.7459098,Low income,30,34,-0.91,FALSE,Low income
Bangladesh,2009,55.1151,901.7296263,43.1,2.33,0.879517142536145,57807404,40.092796223023,7025570.340144661,939.7459098,Low income,30,34,-0.87,FALSE,Low income
Bangladesh,2010,60.7552,943.6642286,40.3,2.32,1.06896766308322,58796583,37.8028426708321,6148650.19180672,939.7459098,Low income,30,34.1,-0.86,FALSE,Low income
Bangladesh,2011,65.2915,995.5799472,38.4,2.25,0.983399364184761,59281113,47.4208498356898,6889722.776788358,939.7459098,Low income,30,34.1,-0.82,FALSE,Low income
Bangladesh,2012,69.8575,1050.391404,37.3,2.21,1.18850391920184,59869794,48.1109227490467,6578384.739653289,939.7459098,Low income,30,34.1,-0.96,FALSE,Low income
Bangladesh,2013,72.0629,1103.156959,37,2.22,1.73532012481503,60484221,46.2964027228174,7368469.090428579,939.7459098,Low income,30,34.1,-0.92,FALSE,Low income
Bangladesh,2014,76.6369,1159.407535,35.4,2.16,1.46870305074204,61204476,44.5140801968096,7029735.743081483,939.7459098,Low income,30,34.1,-0.96,FALSE,Low income
Bangladesh,2015,85.4306,1224.386477,33.1,2.17,1.45078245529361,61920877,42.0859963070382,5904829.827588862,939.7459098,Low income,30,34,-0.92,FALSE,Low income
Bangladesh,2016,93.9764,1299.830914,30.2,2.2,0.879528340272002,62629015,31.3341501346142,7501171.598541767,939.7459098,Low income,30,34.1,-0.81,FALSE,Low income
Bangladesh,2017,101.0249,1373.753637,28.1,2.12,0.616341784631384,66147765,29.9997306724343,8388969.778620938,939.7459098,Low income,30,34.1,-0.82,FALSE,Low income
