Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,615.962818936,..,..,..,..,..,..,..,..,..,672.747423413,..,..,..,..,..,..,..,..,..,..,..,..,..,..,751.940530185,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.60090366299,..,..,..,..,..,..,..,..,..,20.1580994405,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.3587984796,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.7339671668,..,..,..,..,..,..,..,..,..,97.0457912318,..,..,..,..,..,..,..,..,..,..,..,..,..,..,108.0431304066,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5770.626537634,..,..,..,..,..,..,..,..,..,6429.14548963,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7024.52142433,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.71171561403,..,..,..,..,..,..,..,..,..,6.01663484944,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.16529229431,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,445.2192032413,..,..,..,..,..,..,..,..,..,471.848414638,..,..,..,..,..,..,..,..,..,..,..,..,..,..,521.040531427,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.4812423163,..,..,..,..,..,..,..,..,..,33.6219570063,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.4774380864,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133.3081267786,..,..,..,..,..,..,..,..,..,179.9525318152,..,..,..,..,..,..,..,..,..,..,..,..,..,..,247.000451546,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.16590588004,..,..,..,..,..,..,..,..,..,7.67348911357,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.1720046881,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1114.868972724,..,..,..,..,..,..,..,..,..,1301.687383384,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1503.744113778,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,1.12717712857,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.11071951408,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.5893631375,..,..,..,..,..,..,..,..,..,29.3479381765,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.03337994945,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.9288821003,..,..,..,..,..,..,..,..,..,34.8884947623,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.5406846341,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.9205386471,..,..,..,..,..,..,..,..,..,4.15478550456,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.715697661046,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.1703430534,..,..,..,..,..,..,..,..,..,37.12737152294,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.07572108724,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.6826993081,..,..,..,..,..,..,..,..,..,42.29229819473,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.2840323969,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,216.424215591,..,..,..,..,..,..,..,..,..,236.593367189,..,..,..,..,..,..,..,..,..,..,..,..,..,..,290.630492934,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.24084549863,..,..,..,..,..,..,..,..,..,5.327947126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.9699331494,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.9404601454,..,..,..,..,..,..,..,..,..,58.8947509555,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.5406008872,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21583.90938779,..,..,..,..,..,..,..,..,..,27013.70395289,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32989.8003106,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106.3236703999,..,..,..,..,..,..,..,..,..,117.3338690308,..,..,..,..,..,..,..,..,..,..,..,..,..,..,130.366260552,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.41371153201,..,..,..,..,..,..,..,..,..,6.10693058092,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.86692984449,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.683458013339,..,..,..,..,..,..,..,..,..,2.915994210044,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.761920167008,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.514429185753,..,..,..,..,..,..,..,..,..,6.156031739176,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.22136494899,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.8714676041,..,..,..,..,..,..,..,..,..,19.8478887368,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.0027099994,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.8222387773,..,..,..,..,..,..,..,..,..,100.1963309307,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112.711235897,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.4829603719,..,..,..,..,..,..,..,..,..,63.6455470047,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.7114053272,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.9636130104,..,..,..,..,..,..,..,..,..,98.7069468588,..,..,..,..,..,..,..,..,..,..,..,..,..,..,104.9393829308,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.410272440869,..,..,..,..,..,..,..,..,..,2.86603581626,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.71472728159,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.15097457798,..,..,..,..,..,..,..,..,..,27.39870624029,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.64216403772,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,327.9753500471,..,..,..,..,..,..,..,..,..,351.4084017636,..,..,..,..,..,..,..,..,..,..,..,..,..,..,355.663373184,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.49070538953,..,..,..,..,..,..,..,..,..,4.84964511171,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.39170619892,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.61973365117,..,..,..,..,..,..,..,..,..,2.41399742011,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.04083374515,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.0706460166,..,..,..,..,..,..,..,..,..,49.5250028464,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.8473260271,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,115.3261556215,..,..,..,..,..,..,..,..,..,136.4363004108,..,..,..,..,..,..,..,..,..,..,..,..,..,..,149.5825623485,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3386.668116834,..,..,..,..,..,..,..,..,..,4071.137120864,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4819.91052629,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.85406603754,..,..,..,..,..,..,..,..,..,12.7629375262,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.8372448636,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.07970852323,..,..,..,..,..,..,..,..,..,14.43927601644,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.74426053658,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.53568871133,..,..,..,..,..,..,..,..,..,5.53568871133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.39020649157,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.09234407499,..,..,..,..,..,..,..,..,..,16.081262672,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.93740332324,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.34507416666,..,..,..,..,..,..,..,..,..,15.46811317384,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.88120637011,..,..,..,..,..,..,..,..
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,116.519823931,..,..,..,..,..,..,..,..,..,126.916659466,..,..,..,..,..,..,..,..,..,..,..,..,..,..,125.7894347821,..,..,..,..,..,..,..,..
